datasheet_id|line|button|description|Unnamed: 4
418|3||Any number of models can each be equipped with up to three of the following, and can take duplicates**:1 airbursting fragmentation projector*1 battlesuit support system*1 burst cannon1 cyclic ion blaster1 fusion blaster1 missile pod1 plasma rifle1 shield generator*1 Tau flamer1 weapon support system* |
418|4|*|* Each model cannot have duplicates of these pieces of wargear.|
418|5|*|** Each model cannot be equipped with more than 3 ranged weapons.|
420|1||This models fusion collider can be replaced with 1 cyclic ion raker.|
420|2||This models twin Tau flamer can be replaced with one of the following:1 twin fusion blaster1 twin burst cannon|
420|3||This model can be equipped with one battlesuit support system.|
421|1||This models heavy burst cannon can be replaced with 1 ion accelerator.|
421|2||This models twin plasma rifles can be replaced with one of the following:1 twin fusion blaster1 twin smart missile system|
421|3||This model can be equipped with up to 2 missile drones.|
422|1||The Pathfinder Shasui can be equipped with one of the following:1 grav-inhibitor drone1 pulse accelerator drone1 recon drone|
422|2||The Pathfinder Shasui can be equipped with up to two of the following, and can take duplicates:1 gun drone1 marker drone1 shield drone|
422|3||Up to 3 Pathfinders can each have their pulse carbine replaced with one of the following:1 ion rifle1 rail rifle|
422|4||1 model in this unit equipped with a pulse carbine can be equipped with 1 semi-automatic grenade launcher. That models pulse carbine cannot be replaced.|
423|1||Any number of models can each have their Piranha burst cannon can be replaced with 1 Piranha fusion blaster.|
423|2||Any number of models can each be equipped with up to 2 seeker missiles.|
424|1||This models 2 twin pulse carbines can be replaced with 2 smart missile systems.|
424|2||This model can be equipped with up to 2 seeker missiles.|
425|1||This models accelerator burst cannon can be replaced with 1 missile pod.|
426|1||This models missile pod can be replaced with 1 twin missile pod.|
427|1||If this unit contains 10 models:The Vespid Strain Leader can be equipped with 1 Oversight Drone.1 Vespid Stingwing can replace its neutron blaster with 1 Tau flamer1 Vespid Stingwing can replace its neutron blaster with 1 neutron grenade launcher1 Vespid Stingwing can replace its neutron blaster with 1 neutron rail rifle.|
428|1|||
430|1||This models 2 twin pulse carbines can be replaced with one of the following:2 accelerator burst cannons2 smart missile systems|
431|1||This models railgun can be replaced with 1 ion cannon.|
431|2||This models 2 twin pulse carbines can be replaced with one of the following:2 accelerator burst cannons2 twin smart missile systems|
431|3||This model can be equipped with up to 2 seeker missiles.|
432|1||This models railgun can be replaced with 1 ion cannon.|
432|2||This models 2 twin pulse carbines can be replaced with one of the following:2 accelerator burst cannons2 smart missile systems|
432|3||This model can be equipped with up to 2 seeker missiles.|
433|1||Any number of models can each have their heavy rail rifle replaced with 1 high-yield missile pods.|
433|2||Any number of models can each be equipped with up to two of the following, but cannot take duplicates:1 seeker missile1 twin plasma rifle*1 twin smart missile system*1 weapon support system|
433|3||Any number of models can each be equipped with up to two of the following, and can take duplicates:1 gun drone1 marker drone1 missile drone1 shield drone |
433|4|*|* No model can be equipped with both a twin plasma rifle and twin smart missile system at the same time.|
434|1||This models pulse driver cannon can be replaced with 1 pulse blast cannon.|
434|2||This models twin Tau flamer can be replaced with one of the following:1 twin airbursting fragmentation projector1 twin burst cannon|
435|1|||
436|1||This model can be equipped with 1 Tidewall defence platform.|
437|1|||
439|1|||
443|1||Any number of models can each have their fusion cascade replaced with one of the following:1 phased ion gun1 twin hazard burst cannon|
443|2||Any number of models can each have their twin hazard burst cannon replaced with one of the following:1 fusion cascade1 phased ion gun|
443|3||Any number of models can each be equipped with one of the following:1 battlesuit support system1 shield generator1 weapon support system|
443|4||Any number of models can each be equipped with up to two of the following, and can take duplicates:1 gun drone1 marker drone1 shield drone|
444|1||This model can be equipped with up to 2 missile drones.|
445|1||This model can be equipped with up to 2 missile drones.|
446|1||This models tri-axis ion cannon can be replaced with 1 fusion eradicator.|
446|2||This models fusion eradicator can be replaced with 1 tri-axis ion cannon.|
446|3||This models 3 pulse ordnance drivers can be replaced with one of the following:2 nexus missile launchers1 heavy rail cannon array and 1 fragmentation cluster shell launcher|
447|1|||
448|1||This models 2 plasma rifles can be replaced with one of the following:2 fusion blasters2 missile pods2 rail rifles|
449|1||Any number of models can each have their burst cannon and markerlight replaced with 1 twin burst cannon.|
452|1|||
453|1||This models 2 long-barrelled burst cannons can be replaced with 2 cyclic ion blasters.|
453|2||This models swiftstrike burst cannon can be replaced with one of the following:1 ion cannon1 swiftstrike railgun|
453|3||This model can be equipped with up to 4 seeker missiles.|
454|1||This models 2 burst cannons can be replaced with 2 cyclic ion blasters.|
454|2||This models 2 ion cannons can be replaced with one of the following:2 swiftstrike burst cannons2 swiftstrike railguns|
454|3||This model can be equipped with up to 6 seeker missiles.|
454|4||This models transport bay can be replaced with 2 skyspear missile racks.|
455|1||This model can be equipped with up to 6 seeker missiles.|
455|2||This models 2 burst cannons can be replaced with 2 cyclic ion blasters.|
456|1|||
457|1|||
458|1|||
459|1||This models twin plasma rifle can be replaced with one of the following:1 twin burst cannon1 twin fusion blaster1 twin missile pod|
460|1||This models monstrous bonesword and lash whip can be replaced with one of the following:1 heavy venom cannon1 stranglethorn cannon1 monstrous scything talons|
460|2||This models monstrous scything talons can be replaced with one of the following:1 heavy venom cannon*1 stranglethorn cannon*|
460|3|*|*This model cannot be equipped with both a stranglethorn cannon and a heavy venom cannon. This model cannot be equipped with more than 1 heavy venom cannon, and it cannot be equipped with more than 1 stranglethorn cannon.|
465|1||This models massive scything talons can be replaced with 1 massive crushing claws.|
468|1||All models in this unit can each have their fleshborer replaced with 1 Termagant devourer.|
468|2||All models in this unit can each have their fleshborer replaced with 1 Termagant spinefists.|
468|3||For every 10 models in this unit, 1 models ranged weapon can be replaced with 1 shardlauncher|
468|4||For every 10 models in this unit, 1 models ranged weapon can be replaced with 1 spike rifle.|
468|5||For every 10 models in this unit, 1 models ranged weapon can be replaced with 1 strangleweb|
470|1||All models in this unit can each be equipped with 1 spinemaws.|
471|1||Any number of models can each have their scything talons and rending claws replaced with one of the following:1 bone cleaver, lash whip and rending claws1 crushing claws and rending claws|
472|1||Any number of models can each have their shockcannon replaced with 1 impaler cannon.|
482|1|||
483|1||Any number of models can each be equipped with 1 spinemaws.|
485|1||This models twin stranglethorn cannon can be replaced with 1 twin heavy venom cannon.|
490|1||Any number of models can each have their Carnifex extra scything talons replaced with one of the following:1 deathspitters with slimer maggots1 devourers with brainleech worms1 heavy venom cannon1 stranglethorn cannon1 Carnifex crushing claws|
490|2||Any number of models can each have their Carnifex scything talons replaced with one of the following:1 deathspitters with slimer maggots1 devourers with brainleech worms1 Carnifex crushing claws|
490|3||Any number of models can each be equipped with 1 bio-plasma.|
490|4||Any number of models can each be equipped with 1 spine banks.|
496|1||This models fleshborer hive can be replaced with one of the following:1 acid spray1 rupture cannon|
499|1|||
500|1|||
503|1|||
504|1|||
505|1|||
506|1|||
511|1||One Acolyte Hybrids autopistol can be replaced with 1 cult icon.|
511|2||For every 5 models in this unit, up to 3 Acolyte Hybrids can each have their autopistol and cult claws and knife replaced with 1 heavy mining tool.|
511|3||The Acolyte Leaders cult claws and knife can be replaced with 1 Leader's bio-weapons.|
512|1||One Neophyte Hybrid equipped with a Hybrid firearm can be equipped with 1 cult icon.|
512|2||For every 10 models in this unit, up to 2 Neophyte Hybrids can each have their Hybrid firearm replaced with one of the following:Heavy stubber*Mining laser*Seismic cannon*|
512|3||For every 10 models in this unit, up to 2 Neophyte Hybrids can each have their Hybrid firearm replaced with one of the following:Flamer*Grenade launcher*Webber*|
512|4||The Neophyte Leaders Hybrid firearm and close combat weapon can be replaced with 1 of the following:1 anointed pistol and 1 chainsword1 anointed pistol and 1 power weapon|
512|5|*|* To a maximum of 1 per 10 models in this unit.|
513|1||Any number of models can each have their autopistol replaced with 1 hand flamer.|
513|2||One Hybrid Metamorphs autopistol can be replaced with 1 cult icon.|
521|1||This models heavy mining laser can be replaced with one of the following:1 clearance incinerator1 heavy seismic cannon|
523|1||This models tachyon arrow and Overlords blade can be replaced with one of the following:1 staff of light1 voidscythe|
523|2||If this model is not equipped with a tachyon arrow, it can be equipped with 1 resurrection orb.|
524|1||This models staff of light can be replaced with 1 Lords blade.|
524|2||This model can be equipped with 1 resurrection orb.|
531|1|||
533|1||This models gauss cannon can be replaced with 1 tesla cannon.|
533|2||This models staff of light can be replaced with 1 Overlords blade.|
533|3||This model can be equipped with 1 resurrection orb.|
534|1||Any number of models can each have their gauss flayer replaced with 1 gauss reaper.|
535|1||All models in this unit can each have their gauss blaster replaced with 1 tesla carbine.|
536|1||All models in this unit can each have their warscythe replaced with 1 hyperphase sword and 1 dispersion shield.|
539|1||All models in this unit can each have their rod of covenant replaced with 1 particle caster and 1 voidblade.|
540|1||This models heat ray can be replaced with one of the following:1 particle shredder1 heavy gauss cannon array|
546|1||Any number of models can each be equipped with one of the following:1 particle caster1 transdimensional beamer|
546|2||Any number of models can each have their vicious claws replaced with whip coils.|
548|1||Any number of models can each have their twin gauss blaster replaced with one of the following:1 particle beamer1 twin tesla carbine|
548|2||Any number of models can each be equipped with 1 shieldvanes.|
