datasheet_id|line|ability_id|model|name|description|type|parameter|Unnamed: 8
91|3|||Ballistus Strike|Each time this model makes a ranged attack that targets a unit that is not Below Half-strength, you can re-roll the Hit roll.|Datasheet||
92|1|8339.0||||Core|D3|
92|2|8350.0||||Faction||
92|3|||Ferocious Assault|Each time this model makes a ranged attack that targets the closest eligible MONSTER or VEHICLE unit, add 1 to the Hit roll.|Datasheet||
92|4|||One Shot|The bearer can only shoot with this weapon once per battle.|Wargear profile||
93|1|8339.0||||Core|D6|
93|2|8350.0||||Faction||
93|3|||Sunderer of Fortresses|Each time this model makes an attack that targets a VEHICLE, improve the Strength and Damage characteristic of that attack by 1 (if that attack targets a FORTIFICATION unit, improve the Strength and Damage characteristics of that attack by 2 instead).|Datasheet||
94|1|8346.0||||Core||
94|2|8350.0||||Faction||
94|3|||Litany of Hate|While this model is leading a unit, each time a model in that unit makes a melee attack, add 1 to the Wound roll.|Datasheet||
94|4|||Catechism of Fire|"Each time this models unit is selected to shoot, you can select one enemy unit within 12"" of and visible to this model. Until the end of the phase, ranged weapons equipped by models in this models unit have the [DEVASTATING WOUNDS] ability when targeting that enemy unit."|Datasheet||
95|1|8350.0||||Faction||
95|2|||Honour Guard|While a Captain or Chapter Master model is leading this unit, each time an attack targets this unit, subtract 1 from the Wound roll.|Datasheet||
95|3|||Astartes Banner|While this unit contains an Ancient, add 1 to the Objective Control characteristic of models in this unit.|Datasheet||
95|4|||Honour or Death|While this unit contains a CHAPTER CHAMPION, add 1 to Advance and Charge rolls made for this unit and you can target this unit with the Heroic Intervention Stratagem for 0CP.|Datasheet||
95|5|||HONOUR GUARD OF MACRAGGE|Marneus Calgar can be attached to this unit. If a Captain model from your army with the LEADER ability can be attached to a Command Squad, it can be attached to this unit instead.|Fortification ( )||
96|1|8339.0||||Core|D3|
96|2|8350.0||||Faction||
96|3|||Rites of Battle|Once per battleround, one unit from your army with this ability can use it when its unit is targeted with a Stratagem. If it does, reduce the CP cost of that use of that Stratagem by 1CP.|Datasheet||
96|4|||Death-hold|When making ranged attacks, this model does not suffer the penalty to its Hit rolls for being within Engagement Range of one or more enemy units.|Datasheet||
96|5|||One Shot|The bearer can only shoot with this weapon once per battle.|Wargear profile||
97|1|8339.0||||Core|D6|
97|2|8350.0||||Faction||
97|3|||Fortification|While an enemy unit is only within Engagement Range of one or more FORTIFICATIONS from your army: That unit can still be selected as the target of ranged attacks, but each time such an attack is made, unless it is made with a Pistol, subtract 1 from the Hit roll. Models in that unit do not need to take Desperate Escape tests due to Falling Back while Battle-shocked, except for those that will move over enemy models when doing so.|Datasheet||
97|4|||Ceramite Cover|Each time a ranged attack is allocated to a model, if that model is not fully visible to every model in the attacking unit because of this FORTIFICATION, that model has the Benefit of Cover against that attack.|Datasheet||
97|5|||Defensive Array|You can target this FORTIFICATION with the Fire Overwatch Stratagem for 0CP, and can do so even if you have already targeted another unit with that Stratagem this turn. This FORTIFICATION can only be targeted with that Stratagem once per turn.|Datasheet||
98|1|8350.0||||Faction||
98|2|||Sentinel Protocols|Each time you select this unit for the Fire Overwatch Stratagem, hits are scored on unmodified Hit rolls of 4+ when resolving that Stratagem.|Datasheet||
99|1|8339.0||||Core|1|
99|2|||Sentry Programming|You can target this model with the Fire Overwatch Stratagem for 0CP, and can do so even if you have already targeted a different unit with that Stratagem this turn. This model can only be targeted with that Stratagem once per turn.|Datasheet||
103|1|8350.0||||Faction||
103|2|||Total Obliteration|Each time a ranged attack made by a model in this unit targets a MONSTER or VEHICLE model, you can re-roll the Hit roll, you can re-roll the Wound roll and you can re-roll the Damage roll.|Datasheet||
104|1|8343.0||||Core||
104|2|8350.0||||Faction||
104|3|||Fury of the First|Each time a model in this unit makes an attack, you can ignore any or all modifiers to that attacks Ballistic Skill or Weapon Skill characteristic and/or to the Hit roll. In addition, each time a model in this unit makes an attack that targets the enemy unit you selected for the Oath of Moment ability this turn, add 1 to the Hit roll.|Datasheet||
104|4|||Grenade Harness|The bearer has the GRENADES keyword.|Wargear||
104|5|||ATTACHED UNITS|If a Character unit from your army with the Leader ability can be attached to a Terminator Squad, it can also be attached to this unit.|Special ( )||
107|1|8339.0||||Core|1|
107|2|8343.0||||Core||
107|3|8350.0||||Faction||
107|4|||Fire and Redeploy|"In your Shooting phase, each time this model has shot, if it is not within Engagement Range of any enemy units, it can make a Normal move of up to D6"". If it does, until the end of the turn, this model is not eligible to declare a charge."|Datasheet||
107|5|||One Shot|The bearer can only shoot with this weapon once per battle.|Wargear profile||
110|1|8350.0||||Faction||
110|2|||Powerful Volley|Each time this model shoots in your Shooting phase, provided it Remained Stationary this turn, all [HEAVY] weapons equipped by models in this unit have the [LETHAL HITS] ability.|Datasheet||
111|1|8339.0||||Core|1|
111|2|8350.0||||Faction||
111|3|||Mortis Strike|Each time this model makes a ranged attack that targets a unit that is not Below Half-strength, you can re-roll the Hit roll.|Datasheet||
112|1|8343.0||||Core||
112|2|8346.0||||Core||
112|3|8350.0||||Faction||
112|4|||Litany of Hate|While this model is leading a unit, each time a model in that unit makes a melee attack, add 1 to the Wound roll.|Datasheet||
112|5|||Exhortation of Rage|Each time this models unit is selected to fight, you can select one enemy unit within Engagement Range of this models unit and roll one D6: on a 4-5, that enemy unit suffers D3 mortal wounds; on a 6, that enemy unit suffers 3 mortal wounds.|Datasheet||
113|1|8339.0||||Core|D6|
113|2|8342.0||||Core||
113|3|8350.0||||Faction||
113|4|||Armoured Resilience|Each time an attack is allocated to this model, subtract 1 from the Damage characteristic of that attack.|Datasheet||
114|1|8339.0||||Core|D3|
114|2|8343.0||||Core||
114|3|8350.0||||Faction||
114|4|||Hammerstrike|Each time this model has shot, select one enemy unit that was hit by one or more attacks made by this model this phase. Until the end of the phase, that enemy unit cannot have the Benefit of Cover.|Datasheet||
115|1|8343.0||||Core||
115|2|8346.0||||Core||
115|3|8350.0||||Faction||
115|4|||Litany of Hate|While this model is leading a unit, each time a model in that unit makes a melee attack, add 1 to the Wound roll.|Datasheet||
115|5|||Recitation of Faith|While this model is leading a unit, models in that unit have the Feel No Pain 4+ ability against mortal wounds.|Datasheet||
115|6|||Relic Shield|The bearer has a Wounds characteristic of 6.|Wargear||
116|1|8350.0||||Faction||
116|2|||Turbo-boost|"Each time this unit Advances, do not make an Advance roll for it. Instead, until the end of the phase, add 6"" to the Move characteristic of models in this unit."|Datasheet||
116|3|||ATTACHED UNITS|If a Character unit from your army with the Leader ability can be attached to an Outrider Squad, it can also be attached to this unit.|Special ( )||
117|1|8339.0||||Core|1|
117|2|8350.0||||Faction||
117|3|||Wisdom of the Ancients (Aura)|"While a friendly Adeptus Astartes Infantry unit is within 6"" of this model, each time a model in that unit makes an attack, re-roll a Hit roll of 1."|Datasheet||
118|1|8343.0||||Core||
118|2|8350.0||||Faction||
118|3|||Teleport Homer|"At the start of the battle, you can set up one Teleport Homer token for this unit anywhere on the battlefield that is not in your opponents deployment zone. If you do, once per battle, you can target this unit with the Rapid Ingress Stratagem for 0CP, but when resolving that Stratagem, you must set this unit up within 3"" horizontally of that token and not within 9"" horizontally of any enemy models. That token is then removed."|Datasheet||
118|4|||Terminatus Assault|At the start of the Fight phase, each enemy unit within Engagement Range of this unit must take a Battle-shock test.|Datasheet||
118|5|||Storm Shield|The bearer has a Wounds characteristic of 4.|Wargear||
119|1|8345.0||||Core||
119|2|8346.0||||Core||
119|3|8350.0||||Faction||
119|4|||Psychic Hood|While this model is leading a unit, models in that unit have the Feel No Pain 4+ ability against Psychic Attacks.|Datasheet||
119|5|||Shrouding (Psychic)|"While this model is leading a unit, models in that unit have the Stealth ability and that unit cannot be targeted by ranged attacks unless the attacking model is within 12""."|Datasheet||
120|1|8339.0||||Core|1|
120|2|8350.0||||Faction||
120|3|||Wisdom of the Ancients (Aura)|"While a friendly Adeptus Astartes Infantry unit is within 6"" of this model, each time a model in that unit makes an attack, re-roll a Hit roll of 1."|Datasheet||
121|1|8346.0||||Core||
121|2|8350.0||||Faction||
121|3|||Unorthodox Strategist (Aura)|"Each time your opponent targets a unit from their army with a Stratagem, if that unit is within 12"" of this model, increase the cost of that use of that Stratagem by 1CP (this is not cumulative with any other rules that would increase the CP cost of that Stratagem)."|Datasheet||
121|4|||Master of the Fleet|During the Declare Battle Formations step, if your army includes this model, select one Phobos, Gravis or Tacticus Adeptus Astartes Infantry unit from your army. That unit gains the Deep Strike ability.|Datasheet||
122|1|8339.0||||Core|1|
122|2|8343.0||||Core||
122|3|8350.0||||Faction||
122|4|||Drop Pod Assault|"This model must start the battle in Reserves, but neither it nor any units embarked within it are counted towards any limits placed on the maximum number of Reserves units you can start the battle with. This model can be set up in the Reinforcements step of your first, second or third Movement phase, regardless of any mission rules. Any units embarked within this model must immediately disembark after it has been set up on the battlefield, and they must be set up more than 9"" away from all enemy models. After this model has been set up on the battlefield, no units can embark within it."|Datasheet||
123|1|8339.0||||Core|D3|
123|2|8350.0||||Faction||
123|3|||Rotating Death|This models Punisher rotary cannon has the [SUSTAINED HITS 1] ability when targeting INFANTRY units.|Datasheet||
123|4|||One Shot|The bearer can only shoot with this weapon once per battle.|Wargear profile||
124|1|8339.0||||Core|D3|
124|2|8343.0||||Core||
124|3|8350.0||||Faction||
124|4|||Hailstrike|Each time this model has shot, select one enemy unit (excluding MONSTERS and VEHICLES) hit by one or more of those attacks. Until the end of the phase, each time a friendly ADEPTUS ASTARTES unit makes a ranged attack that targets that enemy unit, improve the Armour Penetration characteristic of that attack by 1. The same enemy unit can only be affected by this ability once per phase.|Datasheet||
